Physical_Condition,SHAP_Impact,Support,Confidence,Lift,Rule_Strength,Rule_Type,Antecedent_Categories,Consequent_Categories,Antecedent_Features,Consequent_Features,Feature_Count_Antecedent,Feature_Count_Consequent,Description
NDVI_8_Low | X_Low,NDVI_10_NegativeImpact,0.078,0.582089552238806,3.3073270013568523,2.310192591992548,mixed,geo_temp | satellite,satellite,NDVI_8 | X,NDVI_10,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,EVI_season_max_NegativeImpact | EVI_season_std_MediumImpact,0.09,0.5113636363636364,3.760026737967914,2.307289134662129,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,EVI_season_max | EVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,EVI_season_max_NegativeImpact | TMIN_9_MediumImpact,0.082,0.4659090909090909,4.086921850079745,2.2849608525445846,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,EVI_season_max | TMIN_9,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,NDVI_8_NegativeImpact | GPP_season_std_MediumImpact,0.076,0.4318181818181818,4.4063079777365495,2.283268679372576,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,NDVI_8 | GPP_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,GPP_7_MediumImpact | NDVI_8_NegativeImpact,0.076,0.4318181818181818,4.4063079777365495,2.283268679372576,mixed,geo_temp | satellite,satellite,NDVI_season_max,GPP_7 | NDVI_8,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,EVI_season_max_NegativeImpact | GPP_5_MediumImpact,0.088,0.4731182795698924,4.009476945507563,2.2763482013204226,mixed,satellite,geo_temp | satellite,NDVI_8,EVI_season_max | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_Low | X_Low,GPP_7_MediumImpact,0.086,0.7413793103448275,2.5564803804994054,2.274385993685678,mixed,geo_temp | soil,satellite,organic_matter | X,GPP_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | NDVI_7_Low,NDVI_9_NegativeImpact,0.068,0.5074626865671642,3.731343283582089,2.2722209846290933,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_7,NDVI_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
year_High | NDVI_8_Low,NDVI_season_mean_MediumImpact,0.132,0.7096774193548387,2.667960223138492,2.272069351317941,mixed,geo_temp | satellite,geo_temp | satellite,year | NDVI_8,NDVI_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,NDVI_season_mean_MediumImpact,0.132,0.7096774193548387,2.667960223138492,2.272069351317941,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_season_mean,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_season_max_Low | GPP_8_Low,GPP_6_MediumImpact,0.068,0.7727272727272728,2.445339470655927,2.2674966000627688,mixed,geo_temp | satellite,satellite,NDVI_season_max | GPP_8,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | NDVI_8_Low,GPP_8_PositiveImpact,0.084,0.5454545454545455,3.452243958573073,2.2596505910660114,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_8,GPP_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,NDVI_season_mean_MediumImpact | NDVI_season_max_NegativeImpact,0.092,0.4946236559139785,3.80479735318445,2.258331332212705,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_season_mean | NDVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low | X_Low,GPP_5_MediumImpact,0.11,0.7971014492753623,2.358288311465569,2.255754037054022,mixed,geo_temp | satellite,satellite,NDVI_season_max | X,GPP_5,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,wilting_point_MediumImpact | NDVI_season_mean_MediumImpact,0.082,0.4659090909090909,4.016457680250784,2.2455649757765745,mixed,geo_temp | satellite,geo_temp | satellite | soil,NDVI_season_max,wilting_point | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,NDVI_season_max_NegativeImpact,0.124,0.6666666666666666,2.8011204481792715,2.240896358543417,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_season_max,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
year_High | NDVI_8_Low,NDVI_season_max_NegativeImpact,0.124,0.6666666666666666,2.8011204481792715,2.240896358543417,mixed,geo_temp | satellite,geo_temp | satellite,year | NDVI_8,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | NDVI_7_High,wilting_point_NegativeImpact,0.092,0.9019607843137256,2.068717395214967,2.2390823571738467,mixed,satellite | soil,soil,organic_matter | NDVI_7,wilting_point,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,GPP_6_MediumImpact | NDVI_season_max_NegativeImpact,0.088,0.4731182795698924,3.942652329749104,2.238409064631749,mixed,satellite,geo_temp | satellite,NDVI_8,GPP_6 | NDVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,EVI_season_max_NegativeImpact | NDVI_season_mean_MediumImpact,0.088,0.4731182795698924,3.942652329749104,2.238409064631749,mixed,satellite,geo_temp | satellite,NDVI_8,EVI_season_max | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,NDVI_8_NegativeImpact | PPT_7_PositiveImpact,0.076,0.4318181818181818,4.318181818181818,2.237603305785124,mixed,geo_temp | satellite,climate | satellite,NDVI_season_max,NDVI_8 | PPT_7,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low | NDVI_8_Low,GPP_6_MediumImpact,0.118,0.7662337662337662,2.4247903994739435,2.2295475361396777,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_8,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | NDVI_8_Low,GPP_10_NegativeImpact,0.09,0.5844155844155844,3.176171654432524,2.2274450563552763,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_8,GPP_10,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
year_High | NDVI_8_Low,EVI_8_NegativeImpact,0.092,0.4946236559139785,3.747148908439231,2.2241141908155435,mixed,geo_temp | satellite,satellite,year | NDVI_8,EVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,GPP_7_MediumImpact | NDVI_season_mean_MediumImpact,0.1,0.5376344086021506,3.44637441411635,2.2234673639460323,mixed,satellite,geo_temp | satellite,NDVI_8,GPP_7 | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low | X_Low,GPP_5_MediumImpact,0.106,0.7910447761194029,2.3403691601165764,2.2216041579614063,mixed,geo_temp | satellite,satellite,NDVI_8 | X,GPP_5,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_Low | NDVI_8_Medium,TMIN_9_MediumImpact,0.08,0.8333333333333334,2.2045855379188715,2.2045855379188715,mixed,geo_temp | satellite,climate,X | NDVI_8,TMIN_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | NDVI_8_High,wilting_point_NegativeImpact,0.102,0.894736842105263,2.052148720424915,2.203359678772014,mixed,satellite | soil,soil,organic_matter | NDVI_8,wilting_point,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,GPP_7_MediumImpact | NDVI_season_mean_MediumImpact,0.094,0.5340909090909092,3.423659673659674,2.194254609027337,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,GPP_7 | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low | X_Low,GPP_6_MediumImpact,0.094,0.7580645161290323,2.398938342180482,2.182260040306116,mixed,geo_temp | satellite,satellite,NDVI_7 | X,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,NDVI_season_std_MediumImpact | NDVI_season_mean_MediumImpact,0.094,0.5340909090909092,3.380322209436134,2.1664792342295223,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,NDVI_season_std | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_Low | NDVI_season_max_High,NDVI_season_mean_HighPositiveImpact,0.076,0.5846153846153845,3.0769230769230766,2.158579881656804,mixed,geo_temp | satellite | soil,geo_temp | satellite,organic_matter | NDVI_season_max,NDVI_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low | NDVI_8_Low,NDVI_season_max_NegativeImpact,0.094,0.6527777777777778,2.742763772175537,2.1484982882041703,mixed,satellite,geo_temp | satellite,NDVI_7 | NDVI_8,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_High | NDVI_8_High,GPP_6_HighPositiveImpact,0.11,0.6547619047619048,2.7281746031746037,2.143565759637188,mixed,satellite | soil,satellite,organic_matter | NDVI_8,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,TMIN_season_std_MediumImpact | NDVI_9_NegativeImpact,0.088,0.4731182795698924,3.754906980713432,2.131818156792141,mixed,satellite,climate | geo_temp | satellite,NDVI_8,TMIN_season_std | NDVI_9,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low | NDVI_8_Low,NDVI_10_NegativeImpact,0.086,0.5584415584415584,3.172963400236128,2.126297551327067,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_8,NDVI_10,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | NDVI_season_max_High,wilting_point_NegativeImpact,0.114,0.8769230769230769,2.011291460832745,2.1164974757070736,mixed,geo_temp | satellite | soil,soil,organic_matter | NDVI_season_max,wilting_point,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | organic_matter_High,GPP_6_HighPositiveImpact,0.108,0.6506024096385542,2.710843373493976,2.1164174771374653,mixed,geo_temp | satellite | soil,satellite,NDVI_season_max | organic_matter,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,TMIN_season_std_MediumImpact | GPP_6_MediumImpact,0.136,0.7311827956989247,2.405206564799095,2.110374792339851,mixed,satellite,climate | geo_temp | satellite,NDVI_8,TMIN_season_std | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | NDVI_7_Medium,GPP_6_NegativeImpact,0.08,0.7407407407407408,2.374169040835708,2.110372480742852,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_7,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,NDVI_season_std_MediumImpact | NDVI_season_mean_MediumImpact,0.098,0.5268817204301075,3.334694433101946,2.1083874480257463,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_season_std | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low | NDVI_8_Low,EVI_8_NegativeImpact,0.074,0.4805194805194805,3.640299094844549,2.0990815559882856,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_8,EVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,EVI_8_NegativeImpact | TMIN_season_std_MediumImpact,0.088,0.4731182795698924,3.696236559139785,2.0985084980922646,mixed,satellite,climate | geo_temp | satellite,NDVI_8,EVI_8 | TMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low | X_Low,GPP_10_NegativeImpact,0.076,0.5671641791044776,3.082414016872161,2.0978817786473214,mixed,geo_temp | satellite,satellite,NDVI_8 | X,GPP_10,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,year_HighNegativeImpact | NDVI_season_mean_MediumImpact,0.09,0.4838709677419354,3.6109773712084734,2.0966965381210487,mixed,satellite,geo_temp | satellite,NDVI_8,year | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Low | NDVI_season_max_Medium,TMIN_9_MediumImpact,0.078,0.8125,2.1494708994708995,2.095734126984127,mixed,geo_temp | satellite,climate,X | NDVI_season_max,TMIN_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
GPP_8_Low,TMIN_season_std_MediumImpact | NDVI_season_mean_MediumImpact,0.07,0.6603773584905661,2.6415094339622645,2.0932716269134928,mixed,satellite,climate | geo_temp | satellite,GPP_8,TMIN_season_std | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low | X_Low,GPP_10_NegativeImpact,0.078,0.5652173913043478,3.0718336483931945,2.083504561518862,mixed,geo_temp | satellite,satellite,NDVI_season_max | X,GPP_10,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_High | NDVI_7_High,NDVI_season_max_PositiveImpact,0.13,0.8227848101265823,2.109704641350211,2.082999519307803,mixed,satellite | soil,geo_temp | satellite,organic_matter | NDVI_7,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | X_Low,GPP_6_MediumImpact,0.102,0.7391304347826085,2.339020363236103,2.074609365652891,mixed,geo_temp | satellite,satellite,NDVI_season_max | X,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low | X_Low,GPP_8_PositiveImpact,0.07,0.5223880597014926,3.30625354241451,2.072576847483723,mixed,geo_temp | satellite,satellite,NDVI_8 | X,GPP_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,NDVI_season_mean_MediumImpact | NDVI_10_NegativeImpact,0.076,0.4318181818181818,3.9983164983164974,2.071854912764004,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,NDVI_season_mean | NDVI_10,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,EVI_season_max_NegativeImpact | NDVI_season_std_MediumImpact,0.076,0.4318181818181818,3.9983164983164974,2.071854912764004,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,EVI_season_max | NDVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,EVI_season_max_NegativeImpact | year_HighNegativeImpact,0.078,0.4193548387096774,4.111321948134092,2.068923302931995,mixed,satellite,geo_temp | satellite,NDVI_8,EVI_season_max | year,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low | X_Low,NDVI_10_NegativeImpact,0.076,0.5507246376811593,3.1291172595520416,2.067938362834392,mixed,geo_temp | satellite,satellite,NDVI_season_max | X,NDVI_10,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | X_Low,GPP_8_PositiveImpact,0.072,0.5217391304347825,3.3021463951568517,2.0674307865329844,mixed,geo_temp | satellite,satellite,NDVI_season_max | X,GPP_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,NDVI_season_mean_MediumImpact | VPDMIN_11_NegativeImpact,0.08,0.4545454545454546,3.787878787878789,2.066115702479339,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,NDVI_season_mean | VPDMIN_11,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,EVI_season_max_NegativeImpact | EVI_season_std_MediumImpact,0.09,0.4838709677419354,3.5578747628083485,2.0658627655016213,mixed,satellite,geo_temp | satellite,NDVI_8,EVI_season_max | EVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,TMIN_season_std_MediumImpact | NDVI_season_mean_MediumImpact,0.122,0.6559139784946236,2.6236559139784945,2.065071106486299,mixed,satellite,climate | geo_temp | satellite,NDVI_8,TMIN_season_std | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_High | X_Low,EVI_4_NegativeImpact,0.072,0.8780487804878048,1.9512195121951217,2.055919095776323,mixed,geo_temp | soil,satellite,organic_matter | X,EVI_4,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,EVI_season_max_NegativeImpact | NDVI_season_std_MediumImpact,0.08,0.4301075268817204,3.982477100756671,2.055472052003443,mixed,satellite,geo_temp | satellite,NDVI_8,EVI_season_max | NDVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,EVI_season_max_NegativeImpact | organic_matter_NegativeImpact,0.074,0.4204545454545454,4.042832167832168,2.039792593769867,mixed,geo_temp | satellite,geo_temp | satellite | soil,NDVI_season_max,EVI_season_max | organic_matter,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low | year_High,GPP_7_MediumImpact,0.16,0.7017543859649122,2.419842710223836,2.037762282293756,mixed,geo_temp | satellite,satellite,NDVI_7 | year,GPP_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low | X_Low,GPP_7_MediumImpact,0.094,0.7014925373134328,2.4189397838394235,2.0362418478887085,mixed,geo_temp | satellite,satellite,NDVI_8 | X,GPP_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low | X_Low,GPP_6_MediumImpact,0.098,0.7313432835820896,2.314377479690157,2.031125310534048,mixed,geo_temp | satellite,satellite,NDVI_8 | X,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
year_High | NDVI_8_Low,GPP_6_MediumImpact,0.136,0.7311827956989247,2.313869606642167,2.030233977440869,mixed,geo_temp | satellite,satellite,year | NDVI_8,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
